Student_ID,Basic_Arithmetic,Geometry_Understanding,Word_Problems,Advanced_Math_Concepts,Vocabulary_Knowledge,Passage_Understanding,Inferential_Thinking,Teamwork_Ability,Communication_Skills,Emotional_Recognition,Attendance_Rate,Participation_Score,Focus_Levels,Frequent_Interruptions,Consistent_Assignment_Completion,Age,Gender,Grade_Level,Socio_Economic_Status,Learning_Style,Study_Hours_Per_Week,Access_to_Technology,Extracurricular_Participation,Sleep_Hours_Per_Night,Stress_Level,Tutoring_Sessions_Per_Week,Parental_Involvement
173,46.7164036730191,59.5778500590759,73.67119280633344,45.751123943702,90.95280488084425,78.12841359190513,63.83081868786408,77.8670897055146,91.97916130010752,99.34504670252045,91.75827014725655,79.73852784294597,68.90324361344801,27.837905487413114,74.47460617767968,15,Female,10th,Medium,Visual,7,Yes,0,5.5,5,1,2.9
174,82.08838153033062,58.01809780253889,53.57423131196784,64.63056544895016,73.49014231165746,61.66607489785969,74.20078438976589,55.360783339321195,76.68371784150823,79.62267232870236,71.3941747113131,69.12936846624635,34.207931840678484,18.466966325635696,60.307910556958646,18,Female,12th,Medium,Auditory,0,Yes,0,5.8,7,2,8
175,85.19879076020398,73.98764400487197,96.20701182106329,88.13722414423282,84.29994639136973,82.55819806219688,75.58799493444972,83.58445305774445,88.7534227813594,87.74237430598151,96.91785631934181,75.6107476938702,84.88989275156092,24.813841474823146,90.31154766494464,16,Female,11th,Medium,Kinesthetic,2,Yes,1,7.3,1,3,9.5
176,96.8011368259454,96.56196129358067,90.24776754535574,75.04292265794824,84.3040209472363,77.66829113924828,81.804845523389,98.66605803171971,79.96967791341498,78.69145646451439,96.95684880716726,86.37041145309672,76.82623544730603,21.58492281228951,84.49132293699002,15,Prefer not to say,10th,Low,Visual,15,Yes,1,5.3,4,0,7.4
177,60.69041547132623,92.70412759009699,76.37664824366342,62.04457799908132,67.20042151509637,77.8511853104356,67.89679185770643,71.92114963876683,67.3527437390155,64.98608942063241,94.52952197752893,82.25205722026014,43.21570576977135,27.3762032900789,87.79281221485797,14,Female,9th,Medium,Auditory,11,Yes,4,5.7,3,2,8.3
178,65.98958010335896,59.19083675775704,78.08049900018932,46.99494599520617,63.34238642159722,75.35737611963606,65.12729347861531,74.42905443047681,48.0463797749401,73.02981704017137,93.51308439509012,59.07769991898202,44.19602551435987,72.08959419006808,41.70996536324262,14,Male,9th,Medium,Kinesthetic,13,Yes,2,4,6,1,2
179,64.86044264303683,53.566462913267074,72.72375193763085,60.86151173620989,72.16152955180056,94.67324574018836,77.57065337064978,100,91.58893300974682,83.67343924871982,88.3836609381251,75.74416918262064,61.45393742193735,18.004134809640306,90.68800130952874,14,Female,9th,Low,Kinesthetic,5,Yes,1,4,3,1,1.4
180,71.17436266105466,72.97766551475233,61.83921263927089,57.4987370071719,51.63375642375878,68.94665524801555,69.16581563514583,85.73702540437569,67.00649650043242,57.060779606332794,86.27293146564625,55.05094523223865,48.20067762092599,37.97789362253866,71.8981342390161,16,Male,11th,High,Kinesthetic,10,Yes,1,5.2,7,0,4
181,69.41636859923251,71.33105093679976,66.40985385590798,83.08066873748963,77.32656026818505,76.4326403363595,74.23378627384814,85.611187039967,98.09491209355076,84.44638005833124,99.89550395170227,77.66726172754876,66.09939104771988,15.620889750293541,75.7510128474473,14,Female,9th,High,Auditory,11,Yes,1,7.2,3,0,9.3
182,54.99366019846008,79.30445759220385,54.02038207258096,78.72380924577286,67.56945480672437,69.80513765586508,78.38618999186176,85.25515673250408,68.36246744657835,66.58334412153486,93.47095296252519,68.48447465587611,57.55722716214388,30.578455329557258,90.37144885586153,17,Male,12th,High,Visual,8,Yes,0,5.9,5,3,1.9
183,49.099312078644125,54.9285592067147,56.18089438664494,29.926011602224122,48.94764917756463,60.40314338330927,65.12482953286914,68.68108251256378,49.41152852273791,77.44680745481224,64.84103019698523,56.99635843462302,71.19899340700385,40.23096010482937,53.762851973842366,14,Female,9th,High,Kinesthetic,14,Yes,2,7.3,6,0,7.5
184,76.64257956013209,88.9217153339522,67.6123112815532,48.11794284583898,64.70889551755263,57.8351994893011,62.672475244462504,67.80705690786927,84.74981422249613,76.38877016304913,86.08942143153399,49.76768896088639,50.0228779059983,34.35007205526097,74.27088360976038,17,Male,12th,Low,Auditory,14,Yes,2,7.1,3,2,2.5
185,52.61734827061598,77.18319356812364,81.63059339202019,45.899402423144984,68.14533370876981,75.30613939460248,73.63724842718662,69.71252385365135,61.21460160431901,68.45075406845388,75.69203472230583,44.540803494668886,77.7981951295871,45.56009230141304,58.87744223379163,17,Female,12th,High,Auditory,8,Yes,0,8.9,4,1,1.6
186,75.9095803276373,82.458242203598,57.26907640734776,63.10037342407378,68.08144802848784,51.979899837676726,81.08846691354964,78.73142007563786,68.1417585745533,62.54217374053127,92.5867863453459,81.54740844002217,55.5784232303047,41.23540462610103,74.74898626830698,14,Male,9th,Low,Visual,2,Yes,0,7.4,5,0,2.3
187,80.71634626645242,86.02883760445593,71.37185422936747,71.64265919633648,89.6963413281427,64.69961686570521,82.91008979536237,63.92921803927679,87.1013967532023,63.337526202393455,84.1543171228841,70.09004094232958,29.814824667750855,23.41984177493518,79.21630740312315,16,Female,11th,High,Visual,14,No,1,9.3,7,1,9
188,71.57845422801638,70.50763962670331,79.84569186536925,61.06148071979701,68.27939334949274,55.49526603809007,81.85199602026954,71.64565956065488,68.33170881811384,71.47461353206059,87.27488527656533,80.22794601243284,18.85838779534549,58.17835613048491,68.23121002574827,15,Female,10th,Medium,Kinesthetic,2,Yes,3,9.8,4,0,8.3
189,88.05699740004188,87.13581548306463,88.38974667778916,93.51902936188444,48.215321789486566,100,97.77942654377772,64.7467816534438,64.35618094793067,61.36452644463328,91.94427026086487,63.7408474387009,54.288978537320844,27.02826713450827,80.06255652488274,16,Male,11th,High,Visual,9,Yes,0,5.3,4,0,7.5
190,86.24966618911455,85.05555294844376,87.84078405669094,79.48378993445422,51.25079673769483,52.34095146633217,72.00493085677489,81.60396855711764,77.87919815760296,80.90043788099952,90.96088228863664,71.72242867213538,50.51834709816008,21.51357707724189,92.99245116064938,17,Female,12th,Medium,Visual,7,Yes,0,5.8,1,3,1.5
191,74.62584986365951,80.96190268531984,69.97020851908799,77.14736444242169,69.47273191012026,83.63921955681457,64.96366582865616,52.909398313183004,78.98549683127699,67.62265973505683,98.56644119601697,66.59057896120852,60.79172461165374,30.043493103192677,67.77361097139742,14,Prefer not to say,9th,Medium,Kinesthetic,11,Yes,1,8.5,7,1,8.9
192,87.45369484894351,79.90544818984466,57.42004187348343,66.11585372640337,60.49609695581306,62.00200259347811,72.08519810687461,63.25057579993321,62.22629279459074,65.59714973075924,99.1111391177401,62.385731113346864,40.06736510814088,23.979692527716328,59.49474727649517,15,Female,10th,Low,Auditory,8,Yes,1,6.4,3,0,6.5
193,93.51500897575035,90.87251502554153,59.047084904337865,81.87965569214647,75.4721605508961,66.31940764671926,72.09515892464884,74.17240223978003,71.2683419668077,80.06243138708588,96.70165260788053,75.16958660245358,66.19867176681917,25.47977477321066,76.58294799334884,15,Male,10th,Low,Visual,18,Yes,1,6,7,1,2.2
194,69.84424955622933,64.97425385564458,76.51621614114264,72.43564188113791,81.732101750066107,87.92456251778793,85.97661046236503,87.68955298076425,89.07556659901557,75.34926022596899,97.12461063056253,80.9594918240736,78.61237059657599,9.318974998081158,89.8439000201992,14,Non-binary,9th,Low,Auditory,10,No,1,8.4,6,0,4.1
195,87.03415481043784,99.1780138428982,45.82023786116643,92.44110584103741,75.08024667691123,75.35091629620298,73.46811992724805,62.89199704795798,76.05631400781617,59.14252934964405,96.34596565272659,61.4509800847688,70.6979749521819,20.96484330468158,84.87774762175506,14,Female,9th,Low,Auditory,10,Yes,3,6.8,6,3,6.1
196,80.27751969677617,59.89180167085447,36.03771589109826,83.05757810783918,80.26529242168678,61.747033690569644,68.72305731742277,72.47240610759594,80.94010391025785,80.49420564720846,83.88632309390232,47.93154236387271,53.69673887310009,19.32036868857967,67.68515055034668,14,Male,9th,Low,Auditory,10,No,0,8.7,1,1,6.5
197,52.4254454993354,60.324562041215025,48.35749635098571,73.32161979481953,46.268168048714415,38.471073471911765,87.21515687814757,96.69170409672073,85.93480384210248,55.08757494858549,92.47844061348587,46.30416069812873,55.03714933185176,58.34424347311332,77.52299643365495,15,Female,10th,Low,Auditory,9,Yes,0,6.2,2,0,6.3
198,100,96.43612010489846,90.4582280316821,86.45406071949577,59.816129806745025,93.54617005234547,82.75474492408556,98.41973075990663,78.59262726487844,83.37218972636967,97.88496648194268,74.05929758723215,72.71192751080167,19.39237537178539,86.82396975563404,15,Female,10th,Medium,Visual,7,Yes,0,5.2,5,1,2
199,80.94702688120579,74.41001477077312,54.30387721845099,72.75997767197494,75.41704658217944,67.38673010085486,69.73504238033635,65.67761693046266,67.06613257213388,59.929598746326874,93.29314662143588,67.94806206726275,58.60154752831252,16.754612867921455,75.60604574022175,15,Male,10th,Medium,Auditory,16,Yes,1,8,7,0,8.6
200,68.46302834095371,76.27897736583272,70.53654595309764,53.20500260119336,73.85975068507584,73.39980619725372,60.852884786171565,68.76660114980925,66.77258188904757,57.483822291778225,77.95935094472952,62.39507240812717,40.79789390357203,43.01492544422982,69.92647761120743,18,Male,12th,Low,Auditory,13,Yes,2,7.7,6,0,8
201,75.37241061093232,63.44905657171922,67.24276326275753,62.83272940499672,66.80330604227579,62.48301126403028,80.74101523440922,70.93822155659488,62.26933170511755,75.91248734948418,92.73832759819925,76.44033058134501,72.48473326485414,32.75458463536749,81.51534622943021,16,Female,11th,Medium,Auditory,5,Yes,0,5.5,5,0,8.4
202,83.80008695256383,91.96499691163051,74.1561652050156,84.91728399070455,81.84513987435724,65.11464885306033,82.34534711678874,49.9270368594569,60.93834828554707,69.62804603327947,85.92551032314077,63.07067979953305,62.8013854149291,27.67335366491563,86.18054582760146,15,Male,10th,Low,Auditory,14,No,4,8.1,6,2,6.5
203,100,86.00893238074751,90.3716282124293,99.33508940479129,77.59260556904428,80.29320475591463,82.0261611968996,73.63929564127577,70.3165067565761,94.45431499230614,96.41323547577485,62.74506980493324,91.98293855266016,18.516171801369854,89.93136346763713,14,Female,9th,Low,Visual,10,Yes,2,5.1,6,1,6.8
204,78.66556479392825,55.929069991592634,64.8046523308451,50.5632398250157,56.99322034025724,78.13955973918341,63.83134846975907,68.55527802543963,75.98914945913522,56.0501153081391,78.34208177519031,35.134760956190384,46.01941203716018,40.11972777039091,84.871488081498,16,Male,11th,High,Auditory,11,Yes,1,6.2,5,0,7.8
205,67.65536569312691,73.7820483247927,65.80340953806508,68.71508614005165,62.77179753025982,79.96120600826136,84.27508823680671,81.9642414887758,92.90266218987438,75.8319774918996,88.55654054088518,60.474731729064786,26.10524352718907,30.27960950889491,73.12398801968234,14,Female,9th,Medium,Visual,-0,Yes,2,8.5,4,1,6.8
206,81.00841851221317,80.60866130188195,78.83438223166954,56.64573255963843,97.4702974216645,82.12799210072002,97.72076830255017,85.37227417367674,82.74670711968585,97.10974589118405,97.71131753572263,79.87158340694562,67.49063121573579,20.154431797966687,76.96688046632991,18,Male,12th,High,Visual,7,Yes,0,8.1,3,1,3
207,68.44732860334815,80.28936789936459,68.7991805867401,66.75828193333551,61.72155307195198,72.1519900561093,53.880636430963705,40.50128215716772,88.80106343265834,77.57261697422699,94.74394581280649,74.61235247520383,61.36910559586024,9.533275259393651,85.43968925441213,18,Female,12th,Medium,Kinesthetic,14,Yes,3,7,2,0,4.4
208,68.5680144497486,67.73551194186831,75.61684917430443,68.75321293788853,74.77564835208867,67.33140839318364,50.49208277591689,74.79758174595545,62.05938466851417,74.6914876844343,88.42131026554853,72.64011434380507,61.36925330912497,23.193125711342475,72.68030504869016,18,Female,12th,High,Auditory,7,No,0,7.2,6,0,2.4
209,94.85111782764588,58.8500877147373,67.53300744111185,46.94851169281311,57.59270932424069,67.13234798564814,66.08712698212923,63.83098435767427,62.26155690467118,68.03373076781028,97.43214058224112,81.93123454570508,62.806397379519645,18.956828112920476,65.97437896129588,14,Female,9th,Medium,Visual,11,Yes,1,9.1,3,0,9.1
210,68.71361432291826,50.685449911148076,61.48408879633106,71.21287624656428,75.43185831975515,75.185238102351,82.77076896683161,62.888981275843186,75.18906171903808,74.8783777341378,80.44308932963759,58.99233737863791,52.54689078793831,42.80520926596455,81.66470562339114,16,Male,11th,High,Auditory,13,Yes,3,4,7,1,1.5
211,78.89500197272316,65.75454286716067,36.69545485611137,69.89604007669371,51.78082041903255,45.44062539276002,96.84173228392278,88.69691283218553,72.71593796312679,50.96553580476681,79.67983567388728,59.254258479829154,52.86837090328887,31.480419287390802,83.95874757315313,18,Male,12th,Medium,Visual,2,Yes,1,7.8,5,0,7.3
212,99.52304789913661,83.83571748693068,55.529367806689805,67.96746949816504,62.654103343321566,67.90201557667896,70.7060000408335,69.56688406232566,82.54155275488108,84.50467878988218,92.84516611136496,65.92347083977795,51.33867982622935,1.6062383309110544,78.74320874220963,15,Male,10th,Medium,Kinesthetic,2,Yes,1,6.6,5,1,3.5
213,65.97145021257185,74.8308988741968,87.69932895248738,60.56121431109007,76.96725381553881,68.47454226702365,73.68604635711658,58.44200614720437,74.17823594928106,83.04961544448967,99.27618625573814,56.74556730909636,58.156192040891305,26.904496958077456,80.35453158378051,17,Male,12th,Medium,Visual,2,Yes,0,4.6,4,0,10
214,85.15752355987654,69.77367064199741,80.39041849433626,76.65266957492827,80.24222787890452,85.31463156829786,70.79777813793683,79.5980050478738,89.42908657418494,85.32776176670174,97.19332583597861,90.67919433804273,87.93932838572023,25.53484249247048,92.74668666507277,18,Female,12th,Medium,Visual,6,Yes,0,4.2,5,0,2.8
215,73.47001671305334,56.92635492105684,66.63164300818248,54.95067624048808,67.01491413024748,64.74705427359612,68.03314184123049,59.761000817257546,63.776978834260454,73.5558715707793,91.69145632069558,97.80312355376618,55.466713401230066,26.92484798264218,56.25058819319801,16,Prefer not to say,11th,Medium,Kinesthetic,14,Yes,1,4.1,3,0,6.9
216,75.50688910418012,57.97681534342062,38.68292829587089,37.849294856003745,58.89396763925258,52.14803167927938,52.30947826205357,38.94302240280683,45.66995180631768,60.69979424364548,64.07742703100666,59.68231018174774,58.79122295344767,47.69852741781516,47.06840871344172,16,Female,11th,Medium,Kinesthetic,14,Yes,1,6.2,9,0,5.9
217,76.53781366543957,65.21095095701244,71.93556752075926,81.76043533083714,72.7615544386934,71.55188360208886,68.79885254602216,73.97018504856982,58.21374811441855,65.78451975992883,98.94030169118196,62.04541845419263,62.05828356914523,23.894153425749057,60.33524062480944,17,Male,12th,Medium,Kinesthetic,5,Yes,0,7.2,6,2,5.2
218,73.17778974519074,72.23717957114143,40.103249411034945,89.76602896603407,39.913158914671506,65.23010543183294,79.72741342628652,69.68912895156573,84.34120835699851,68.63195676247216,71.95236766594462,60.8705872484359,33.78499347201974,39.69312616007674,83.32040122517539,14,Non-binary,9th,High,Visual,18,Yes,3,6.2,5,2,4.7
219,72.44262635869097,77.75275071432608,68.48864975065672,62.89536835604648,76.91110274725112,68.55487499920632,75.8889294253109,88.8338980717521,90.46725164431042,96.5782702038735,86.05634189560078,76.24601022749137,69.70556891114447,21.95905588012696,86.36883003643909,15,Male,10th,Low,Visual,17,No,5,5.5,7,3,7
220,85.95724110814925,88.32232474759566,61.28999486004241,80.26994243899975,70.80519696888814,67.41767877374612,69.30908970856554,49.24947664219057,82.50607612785714,64.92132659439527,98.92689665895887,52.838665442865015,68.85040501175136,22.366396561285583,81.86944744449433,15,Male,10th,Medium,Visual,15,Yes,2,5.6,4,2,7.2
221,73.08781799643378,57.69474933553261,75.66515969717877,76.92603606966709,70.5431928743073,75.67101587438083,65.35989371264023,82.84800815059987,66.4202771819434,64.20348110154055,97.02399486210197,68.05181822360584,64.64042424795299,10.811548577526892,58.01980082494278,14,Female,9th,Medium,Auditory,15,Yes,2,5.1,6,0,1.4
222,89.36223949946786,88.82494522920157,59.70558327727924,90.43300690656199,74.85293252730858,96.39118689918037,72.01111116918267,61.2637147337133,49.815696649303426,73.26304980329363,98.79288954660296,95.76903545390093,59.28660240704554,23.419045172566474,81.29442588324893,14,Male,9th,Low,Kinesthetic,10,No,4,9.6,3,1,7.5
223,41.24531909694494,54.056577351460184,55.92231160698351,44.90048767732864,84.31552873613377,36.558872188522734,58.735339012297025,69.14616746311947,44.96602234643754,58.33258653832817,84.35022827703506,36.06804845873495,39.76740430468637,38.22493317491534,53.070267769951,16,Female,11th,Low,Visual,7,Yes,5,7.2,8,1,8.2
224,75.33809912834286,64.69030670132398,79.71266502154832,62.510656135746025,83.41731496189335,93.61663706591747,83.34691291085102,95.48636341261488,81.17668588318779,69.25934021311821,99.17148012318648,76.08139084019962,77.71378963910466,19.59205060072558,86.33716756318913,15,Male,10th,Low,Auditory,14,Yes,5,10,7,0,5.5
225,61.17367176944237,92.0655592041287,88.2616790535894,46.89819925088281,51.160278678721454,67.22633772392722,74.30427805191253,68.71213331945293,81.29264595413802,67.53471506988853,82.43797302246094,93.49992385291584,83.20020835284197,37.46046473803625,56.56498423503699,18,Female,12th,High,Visual,12,Yes,1,6.8,3,1,6
226,92.38328541516006,75.40492235480403,72.15431896161215,66.1797518892676,71.57519847258685,76.13808617135365,75.1720145271728,81.6959786370632,66.85674626412909,50.455358693966794,92.6761015271768,83.16892924858621,46.112646480138,9.409146170645375,76.7265918396297,16,Non-binary,11th,Low,Visual,18,Yes,2,8.9,7,4,7.9
227,53.69443867354147,56.86584057068835,72.06048435213772,93.08497622958956,51.05982864977736,64.57476946520869,61.22636138308036,97.30501314283865,74.94912818544866,62.201197565805025,86.3629199785646,65.51290061877019,59.48220768309339,25.339458310660703,66.88646997246673,14,Female,9th,Medium,Visual,4,Yes,1,5.4,7,0,1.1
228,81.50111675449621,58.71267574006208,69.07419437989768,59.200284081852985,60.92015113875092,71.50571296022062,65.51200199517457,93.96678239355877,60.68129245455321,68.16166911740912,94.16699083521962,53.02202872978174,31.52604683448621,31.308496550580198,64.8745302522039,18,Female,12th,Low,Visual,17,Yes,1,5.4,7,0,9.2
229,80.72504012542646,60.464495393554216,72.3492989361997,77.09382092900852,71.7849284930582,79.60626942104416,88.06173348888501,81.5927103897332,86.01651451861558,84.92616819666526,95.65183524042368,92.10910086961192,95.02092762439776,19.473280311012793,87.65576954463576,18,Male,12th,Medium,Auditory,4,Yes,0,5.6,7,1,4.1
230,92.62700580101185,88.24934837973386,80.8225090630011,93.39257221371777,61.94222535941613,70.12562920895279,58.902528683478906,58.96879635478375,58.9867672768394,64.74626383404492,87.01330027077347,67.19498391413507,82.47694987902423,34.1859349108349,80.97278207223239,14,Female,9th,Medium,Kinesthetic,9,Yes,3,9.6,4,0,7.6
231,67.03815772609246,72.57429472576756,94.33935072380015,100,79.87298767861974,76.94843892828797,82.44229852999617,86.15902883113667,77.72531755047574,84.73507338975348,99.58901499165222,83.48954016983092,87.80966664304202,19.501171709488936,98.61905248123352,14,Female,9th,Medium,Auditory,0,Yes,1,5.7,6,0,6.8
232,67.78902465387357,52.848156585154214,93.46550612610001,84.62565308840271,61.84696695430317,46.4907617374232,77.63723443119044,69.843193634911,89.53425510180718,70.06581677810055,91.5550140128471,61.50856092376224,74.2794610969246,16.01960111497843,58.93455639568896,14,Male,9th,Low,Kinesthetic,10,Yes,3,8.1,9,0,8.6
233,59.00659149498329,49.24542355846529,81.03288323964749,78.96744200465236,75.00876131100523,63.6059417427315,60.76320024387863,69.31926927792667,64.75293633718172,69.82825593869975,95.45986094744876,47.86416060658195,45.971018200924846,54.54241564599601,77.50975522851483,15,Male,10th,High,Visual,12,Yes,0,6.3,8,2,7.9
234,70.51723955600107,73.89864790022027,76.46196605179588,47.10264460336106,61.78118238853414,65.33815701750491,59.42198840354182,81.69219132307526,71.09078746191034,78.41763083302138,85.48731460701674,73.20066756976217,52.993871531762125,42.51855336046486,59.28527414470007,16,Non-binary,11th,Low,Kinesthetic,13,Yes,5,8.5,5,3,9.4
235,83.19754452082411,86.69315305835593,43.29522489895642,77.71619895440764,66.37020417928538,71.10221751018042,67.29925852440154,76.92097306933715,79.28280305471999,75.93130101339695,89.15350074414164,64.0217036517288,45.89676174261541,36.62412252769495,78.46612897550398,17,Male,12th,Low,Kinesthetic,14,Yes,2,6.2,3,1,8.1
236,79.69682442524565,81.5725733004287,63.204587708724866,69.59145806207951,66.2482116221709,60.30209414249146,69.30686205975198,64.52199170947395,85.49349885413329,89.73689190706467,99.57335305400193,60.19502264628867,42.89085444207795,17.845120032051746,75.44728536323325,17,Male,12th,Medium,Kinesthetic,8,Yes,2,8.4,3,0,6.7
237,81.6147037468094,80.87670696571173,88.32071598355162,72.93800881362257,68.718085506558225,63.38723057010437,72.54068219646732,69.35644725196849,66.74870683337807,63.22976934717438,83.14480561297387,66.83677216887122,85.5919644558689,28.974014690300006,73.26355430923626,16,Male,11th,Low,Auditory,3,Yes,0,8.5,8,1,1.7
238,74.39811583286283,51.468520902467844,62.700305618320556,39.535275832000494,80.11162303320486,84.89262582094284,75.50344746093282,90.78707488660383,89.4291721622684,91.11214868423299,98.28451133682393,81.30018231301871,62.68802003372031,30.89564841776538,70.67350443807233,18,Non-binary,12th,Medium,Kinesthetic,18,Yes,1,7.7,9,1,5.3
239,74.5193582677235,80.23102898225171,67.47556673141479,62.49185264136953,74.40309141403077,71.39471132630852,67.50747387991142,67.90625965058157,72.50899225803123,74.66728667413922,98.04424989502877,80.54298677376946,83.57688137749254,10.695060957684646,80.39575439119609,16,Female,11th,Medium,Auditory,12,Yes,0,8.8,7,2,4.5
240,60.94864168038232,76.54717366205296,71.45834006405147,74.13758788218462,68.29887135287858,92.72974567902025,76.66464385566165,59.827772367870125,87.70415438806175,100,99.28020248305984,69.64057306258533,69.17077887987149,23.67166487430478,76.35538625900816,14,Female,9th,Low,Auditory,8,Yes,3,6.6,6,3,7.3
241,50.03181090120902,57.97747812837185,68.2667237717799,37.75121689076795,73.02361385182743,81.73116386058983,72.82087200345919,67.01467042474863,63.4313378286475,60.34307745519684,93.19268082035705,62.1060270246074,17.117876443488466,54.87135663430085,82.89678846697136,15,Male,10th,High,Auditory,6,Yes,2,6.8,8,3,8.9
242,78.27696037774213,78.76816481871163,84.60085324168026,72.43426963381937,74.97310947570308,91.94007599568181,84.22583986009441,88.48422610410393,91.14650922309345,77.01291666524942,95.28669786872342,88.90718708561309,86.60500810354084,11.429783363427363,97.29428490553643,16,Female,11th,Medium,Visual,13,Yes,2,5.7,5,0,7.1
243,60.92104516636055,45.026030568773145,82.49663324215344,45.32611618320182,67.75856865967333,56.53471104488582,52.05415690652311,65.57886003949504,76.47112024498934,73.15899380117686,85.205655884929,52.02824657625404,74.54222336409188,35.457540364382034,73.85514743848579,16,Female,11th,High,Visual,9,Yes,1,9.1,6,0,2.4
244,65.75667953203832,80.33883209351676,81.90435510725467,79.5085936708234,76.90503311381873,93.22660440749256,71.50745146398052,79.4615691165326,100,68.23220294152812,95.6720370054245,66.33370098128762,75.83084426436976,20.907281938228284,83.12519795924047,17,Female,12th,Low,Auditory,14,Yes,2,10,7,0,6
245,75.06962958723733,78.04288022721083,51.931285539590974,54.69179061715431,87.62262443983829,63.4537557852727,60.339055400711814,61.42281438249814,65.65680600420094,71.85919886253164,84.81640006881207,83.02683583472208,59.44250716189161,12.93521473953589,78.17452545103329,15,Female,10th,Medium,Visual,6,Yes,4,5.2,6,1,7.7
246,56.16005499666498,63.490297194089656,57.22300208428703,33.655869870026535,46.26904704738631,48.2234056826113,72.7803217809329,60.48804559403123,75.52100162264668,57.42682858181638,75.72966313106008,44.53559933180865,61.53668292702304,34.704098303871234,61.82581675286234,17,Male,12th,Low,Visual,6,Yes,4,8.8,4,0,3.5
247,55.2673867590382,62.093454871585664,62.887020862289894,86.47555314600632,68.48914049064803,71.44956274656509,73.00296912049029,64.68888520735342,73.00715141684049,85.06624040519817,94.62760472670197,60.279007772594824,71.71873712044564,27.68502491352963,74.68167500710075,18,Male,12th,Low,Visual,10,No,3,9.9,1,0,4
248,86.9452082257564,91.91966382978333,65.31832741164605,84.8553991026257,57.05761281630685,55.25402780490087,69.7118626950447,50.22488239764965,58.489366124376076,66.27206570805187,90.75586467050016,75.20477664707117,78.4131625877434,23.887629562752796,79.46801202898182,16,Male,11th,Medium,Visual,14,Yes,0,6.5,6,5,7.5
249,97.0209515589488,98.18148276580744,99.83105112706674,83.03187337784789,54.44863409340972,74.51154342417502,76.35595444256836,82.85208234366644,66.50213367683698,69.60819359448959,99.02434701216407,79.50497765940443,55.452594254813036,22.43663227842262,74.18006098567398,17,Male,12th,Medium,Kinesthetic,3,Yes,0,6.8,4,0,4.3
250,39.59046932726387,41.068475311253934,53.91335485801624,47.610930011304134,50.980718158062764,52.21765640419122,59.19769393138478,60.29988832484002,52.4455220851692,54.99063211952401,64.09871849115007,46.469217806089176,65.07052672660159,44.86997818356882,66.567530608417,14,Male,9th,High,Kinesthetic,8,Yes,0,9.4,4,0,2.8
251,83.77530983969037,52.21321296725263,71.8842358635895,71.21636372815442,62.3327075166322,70.12170519965096,62.78659669151629,72.19747429679614,52.151717767781165,72.84409588673499,85.24598179850727,78.60654139166235,46.54702034849697,25.86547867829998,100,18,Male,12th,Low,Kinesthetic,11,Yes,0,4.6,8,0,7.7
252,72.58692420502717,81.83784812022574,70.85797855071887,60.56713300375373,48.15035981243856,58.645260584806884,53.035774981212995,58.31032942477594,75.83615918641209,77.26189973389847,89.57553579472005,51.85292914703123,57.39823004771837,39.537677612719975,82.03787584477817,14,Male,9th,High,Visual,7,Yes,0,7.4,10,1,3.5
253,60.424580595169076,75.89110121851824,66.03036674266355,65.72938448180207,79.28532701142652,71.9057608876817,58.47297451252838,83.19982366814568,84.77430085783317,55.70803566207367,85.69287786376663,54.68259642252097,29.934591934501817,26.867612986653345,66.23430067237766,17,Female,12th,Low,Visual,9,Yes,1,6.9,5,2,6.9
254,65.66760815094233,90.03138918966164,75.20669028904724,53.66776395222666,74.34116519901964,70.66988235860676,81.0958421073069,82.55984793818652,59.72502982316543,73.69710360283548,83.69847730267793,58.41583396363406,72.58795340159824,35.42106621872021,79.03620734272322,17,Male,12th,High,Kinesthetic,10,Yes,0,8.3,2,2,4.5
255,68.68640412529942,49.747425402786185,71.53593751976729,78.82434142826472,63.88287040152033,49.99150752523248,83.38027870185934,69.35722063213726,81.40356600652383,71.24053470472813,98.7828656565398,83.15579790927202,44.288570876114804,41.712328150529736,68.06522173346008,18,Male,12th,Medium,Auditory,6,Yes,1,6.5,6,3,3.4
256,53.39156278547635,77.40279141590716,67.80235878536769,20.509559768250337,52.93961180609189,40.82211725796593,60.02056667353616,54.78541145248558,64.78069365463111,45.98049893838312,62.582653739955276,56.026148716233124,61.5061380327409,61.65662989354733,53.09549090915351,15,Male,10th,Medium,Visual,11,Yes,1,6.5,3,0,3.1
257,78.90638832603373,88.70396537315055,74.18949970499207,58.19280498020482,60.024291945847594,84.00444303209296,95.99491705684038,59.526997169890876,71.105373040221,54.319308543856515,90.55544637143612,74.80416935379536,54.5898451097056,42.26861581360647,92.64122320731808,17,Female,12th,Medium,Kinesthetic,16,No,2,6.7,6,0,7.2
258,51.80363093320996,48.160695159674376,51.822347020877615,64.47042030621925,43.862500369844454,44.86125472739641,67.98980469308147,100,66.41126420368558,67.688952546965,80.63524897326715,50.24544879012899,66.29694197136445,39.58815574442382,48.26003570036028,14,Female,9th,Medium,Visual,15,Yes,1,7.4,3,1,4.6
259,76.17616257222932,40.342455770612986,53.295469322323385,69.49236015438079,33.572881199131345,69.0124622604936,87.145057899453107,73.2514406895723,86.2102190988245,71.9654977656002,88.55476109776646,57.46613970510459,64.01118966533717,29.048492876305755,72.43634305519633,15,Non-binary,10th,Low,Visual,15,Yes,0,7.5,4,1,9.1
